content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Shopee makin kesini makin ngadi².. Lagi adem ayem tiba² ada notif ""akun anda dibatasi"" Lah gk lagi ngapa²in, gk lagi transaksi, tiba2 akun keluar sendiri terus gk bisa login lagi cihh.. Untung aja paket terakhir keburu dateng kemaren, tapi rugi lah akun shopee dah nyambung ke bank², e-wallet, dll. Mana pake KTP juga kan sekali pakai, lah gimana dong kalo bikin baru pake KTP siapa? Udah minta perbaikan ke CS, udah pengajuan tapi blm bener². Ribet juga pengajuannya, padahal bukan salah pengguna.",1,Negatif,shopee makin kesini makin ngadi lagi adem ayem tiba ada notif akun anda dibatasi lah gk lagi ngapain gk lagi transaksi tiba akun keluar sendiri terus gk bisa login lagi cihh untung aja paket terakhir keburu dateng kemaren tapi rugi lah akun shopee dah nyambung ke bank ewallet dll mana pake ktp juga kan sekali pakai lah gimana dong kalo bikin baru pake ktp siapa udah minta perbaikan ke cs udah pengajuan tapi blm bener ribet juga pengajuannya padahal bukan salah pengguna,shopee kesini ngadi adem ayem notif akun dibatasi gk ngapain gk transaksi akun gk login cihh untung aja paket keburu dateng kemaren rugi akun shopee dah nyambung bank ewallet dll pake ktp pakai gimana kalo bikin pake ktp udah perbaikan cs udah pengajuan blm bener ribet pengajuannya salah pengguna,"['shopee', 'kesini', 'ngadi', 'adem', 'ayem', 'notif', 'akun', 'dibatasi', 'gk', 'ngapain', 'gk', 'transaksi', 'akun', 'gk', 'login', 'cihh', 'untung', 'aja', 'paket', 'keburu', 'dateng', 'kemaren', 'rugi', 'akun', 'shopee', 'dah', 'nyambung', 'bank', 'ewallet', 'dll', 'pake', 'ktp', 'pakai', 'gimana', 'kalo', 'bikin', 'pake', 'ktp', 'udah', 'perbaikan', 'cs', 'udah', 'pengajuan', 'blm', 'bener', 'ribet', 'pengajuannya', 'salah', 'pengguna']",shopee kesini ngadi adem ayem notif akun batas gk ngapain gk transaksi akun gk login cihh untung aja paket keburu dateng kemaren rugi akun shopee dah nyambung bank ewallet dll pake ktp pakai gimana kalo bikin pake ktp udah baik cs udah aju blm bener ribet aju salah guna
"Sis, sy mau tny HP sy yg lamakan mati total gk bisa hidup. Trs sy download Shopee dihp yg baru. Trs gk bisa katanya nmr hpnya sdh terpakai dihp lama mesti scan trs sy mau scan gimn HP sy yg lama mati total gk hidup lg",5,Positif,sis sy mau tny hp sy yg lamakan mati total gk bisa hidup trs sy download shopee dihp yg baru trs gk bisa katanya nmr hpnya sdh terpakai dihp lama mesti scan trs sy mau scan gimn hp sy yg lama mati total gk hidup lg,sis sy tny hp sy yg lamakan mati total gk hidup trs sy download shopee dihp yg trs gk nmr hpnya sdh terpakai dihp mesti scan trs sy scan gimn hp sy yg mati total gk hidup lg,"['sis', 'sy', 'tny', 'hp', 'sy', 'yg', 'lamakan', 'mati', 'total', 'gk', 'hidup', 'trs', 'sy', 'download', 'shopee', 'dihp', 'yg', 'trs', 'gk', 'nmr', 'hpnya', 'sdh', 'terpakai', 'dihp', 'mesti', 'scan', 'trs', 'sy', 'scan', 'gimn', 'hp', 'sy', 'yg', 'mati', 'total', 'gk', 'hidup', 'lg']",sis sy tny hp sy yg lama mati total gk hidup trs sy download shopee dihp yg trs gk nmr hpnya sdh pakai dihp mesti scan trs sy scan gimn hp sy yg mati total gk hidup lg
"jelek banget, masa buat isi alamat aja loading nya lama banget, padahal jaringan bagus, koutanya juga banyak, tolong di perbaiki , ga bisa beli aneh bet, bilang nya voucher kadaluarsa di off in voucher nya aja g bisa, gmna sih",1,Negatif,jelek banget masa buat isi alamat aja loading nya lama banget padahal jaringan bagus koutanya juga banyak tolong di perbaiki  ga bisa beli aneh bet bilang nya voucher kadaluarsa di off in voucher nya aja g bisa gmna sih,jelek banget isi alamat aja loading nya banget jaringan bagus koutanya tolong perbaiki ga beli aneh bet bilang nya voucher kadaluarsa off in voucher nya aja g gmna sih,"['jelek', 'banget', 'isi', 'alamat', 'aja', 'loading', 'nya', 'banget', 'jaringan', 'bagus', 'koutanya', 'tolong', 'perbaiki', 'ga', 'beli', 'aneh', 'bet', 'bilang', 'nya', 'voucher', 'kadaluarsa', 'off', 'in', 'voucher', 'nya', 'aja', 'g', 'gmna', 'sih']",jelek banget isi alamat aja loading nya banget jaring bagus koutanya tolong baik ga beli aneh bet bilang nya voucher kadaluarsa off in voucher nya aja g gmna sih
"Sejak upgrade shopee terbaru, tiap buka aplikasinya LEMOTTTT BANGET, udah hampir seminggy LEMOT BANGETTTTTT, jd gmna ini solusinya ?? Udah dibersihin carche nya, udah log out jg tp tetap lemot juga",1,Negatif,sejak upgrade shopee terbaru tiap buka aplikasinya lemotttt banget udah hampir seminggy lemot bangetttttt jd gmna ini solusinya  udah dibersihin carche nya udah log out jg tp tetap lemot juga,upgrade shopee terbaru buka aplikasinya lemotttt banget udah seminggy lemot bangetttttt jd gmna solusinya udah dibersihin carche nya udah log out jg tp lemot,"['upgrade', 'shopee', 'terbaru', 'buka', 'aplikasinya', 'lemotttt', 'banget', 'udah', 'seminggy', 'lemot', 'bangetttttt', 'jd', 'gmna', 'solusinya', 'udah', 'dibersihin', 'carche', 'nya', 'udah', 'log', 'out', 'jg', 'tp', 'lemot']",upgrade shopee baru buka aplikasi lemotttt banget udah seminggy lot bangetttttt jd gmna solusi udah dibersihin carche nya udah log out jg tp lot
"Paling sampah. Sekian lama saya pakai ini aplikasi baru ini saya dipermainkan pihak Shopee. Tagihan spaylatter tiba tiba muncul di akun saya, saya lapor ke cs, saya di suruh isi data macam-macam oleh pihak Shopee tapi ujung-ujungnya tetap saya yang bayar. Padahal transaksi tersebut bukan saya yang buat. Kejadian kedua juga sama, bahkan saya sempat ajukan refund tapi ditolak dengan alasan bertele-tele. Sampah.",1,Negatif,paling sampah sekian lama saya pakai ini aplikasi baru ini saya dipermainkan pihak shopee tagihan spaylatter tiba tiba muncul di akun saya saya lapor ke cs saya di suruh isi data macammacam oleh pihak shopee tapi ujungujungnya tetap saya yang bayar padahal transaksi tersebut bukan saya yang buat kejadian kedua juga sama bahkan saya sempat ajukan refund tapi ditolak dengan alasan berteletele sampah,sampah sekian pakai aplikasi dipermainkan shopee tagihan spaylatter muncul akun lapor cs suruh isi data macammacam shopee ujungujungnya bayar transaksi kejadian ajukan refund ditolak alasan berteletele sampah,"['sampah', 'sekian', 'pakai', 'aplikasi', 'dipermainkan', 'shopee', 'tagihan', 'spaylatter', 'muncul', 'akun', 'lapor', 'cs', 'suruh', 'isi', 'data', 'macammacam', 'shopee', 'ujungujungnya', 'bayar', 'transaksi', 'kejadian', 'ajukan', 'refund', 'ditolak', 'alasan', 'berteletele', 'sampah']",sampah sekian pakai aplikasi main shopee tagih spaylatter muncul akun lapor cs suruh isi data macammacam shopee ujungujungnya bayar transaksi jadi aju refund tolak alas berteletele sampah
Pengalaman sya di Shopee. Pesan barang yg datang dos kosong ud di byar lgi. Trus pesan lgi oli Shell ud bayar gk di krm sampai sekarang. Trus di Spaylater Bru bayar telat akun di nonaktifkan padahal ud bayar. Hati2 yg lain. Kalo mau beli COD barang datang cek dlu Bru bayar. Jgn bayar dlu Bru pesan barang nnti mereka gk krm itu. Penipuan. Sya pesan kunci sok 41rb datang dos kosong tapi gk app mkn itu 41rb. Trus oli 108rb ud sya bayar barang gk di krm. Mkn itu uang. Yg buat aplikasi ini buat nipu.,1,Negatif,pengalaman sya di shopee pesan barang yg datang dos kosong ud di byar lgi trus pesan lgi oli shell ud bayar gk di krm sampai sekarang trus di spaylater bru bayar telat akun di nonaktifkan padahal ud bayar hati yg lain kalo mau beli cod barang datang cek dlu bru bayar jgn bayar dlu bru pesan barang nnti mereka gk krm itu penipuan sya pesan kunci sok rb datang dos kosong tapi gk app mkn itu rb trus oli rb ud sya bayar barang gk di krm mkn itu uang yg buat aplikasi ini buat nipu,pengalaman sya shopee pesan barang yg dos kosong ud byar lgi trus pesan lgi oli shell ud bayar gk krm trus spaylater bru bayar telat akun nonaktifkan ud bayar hati yg kalo beli cod barang cek dlu bru bayar jgn bayar dlu bru pesan barang nnti gk krm penipuan sya pesan kunci sok rb dos kosong gk app mkn rb trus oli rb ud sya bayar barang gk krm mkn uang yg aplikasi nipu,"['pengalaman', 'sya', 'shopee', 'pesan', 'barang', 'yg', 'dos', 'kosong', 'ud', 'byar', 'lgi', 'trus', 'pesan', 'lgi', 'oli', 'shell', 'ud', 'bayar', 'gk', 'krm', 'trus', 'spaylater', 'bru', 'bayar', 'telat', 'akun', 'nonaktifkan', 'ud', 'bayar', 'hati', 'yg', 'kalo', 'beli', 'cod', 'barang', 'cek', 'dlu', 'bru', 'bayar', 'jgn', 'bayar', 'dlu', 'bru', 'pesan', 'barang', 'nnti', 'gk', 'krm', 'penipuan', 'sya', 'pesan', 'kunci', 'sok', 'rb', 'dos', 'kosong', 'gk', 'app', 'mkn', 'rb', 'trus', 'oli', 'rb', 'ud', 'sya', 'bayar', 'barang', 'gk', 'krm', 'mkn', 'uang', 'yg', 'aplikasi', 'nipu']",alam sya shopee pesan barang yg dos kosong ud byar lgi trus pesan lgi oli shell ud bayar gk krm trus spaylater bru bayar telat akun nonaktif ud bayar hati yg kalo beli cod barang cek dlu bru bayar jgn bayar dlu bru pesan barang nnti gk krm tipu sya pesan kunci sok rb dos kosong gk app mkn rb trus oli rb ud sya bayar barang gk krm mkn uang yg aplikasi nipu
Apk nya udh agak mendingan agak gk berat tapi masih ada bug yaitu kalau udah beli kok tidak bisa di konfirmasi ya selalu ada tulisan telah terjadi kesalahan mohon mencoba lain waktu tolong fixs bug itu,4,Positif,apk nya udh agak mendingan agak gk berat tapi masih ada bug yaitu kalau udah beli kok tidak bisa di konfirmasi ya selalu ada tulisan telah terjadi kesalahan mohon mencoba lain waktu tolong fixs bug itu,apk nya udh mendingan gk berat bug udah beli konfirmasi ya tulisan kesalahan mohon mencoba tolong fixs bug,"['apk', 'nya', 'udh', 'mendingan', 'gk', 'berat', 'bug', 'udah', 'beli', 'konfirmasi', 'ya', 'tulisan', 'kesalahan', 'mohon', 'mencoba', 'tolong', 'fixs', 'bug']",apk nya udh mending gk berat bug udah beli konfirmasi ya tulis salah mohon coba tolong fixs bug
"Makin kesini aplikasi makin parah,nge bug,susah login,ga bisa login pake whatsapp padahal akun sy dulu pake whatsapp.",1,Negatif,makin kesini aplikasi makin parahnge bugsusah loginga bisa login pake whatsapp padahal akun sy dulu pake whatsapp,kesini aplikasi parahnge bugsusah loginga login pake whatsapp akun sy pake whatsapp,"['kesini', 'aplikasi', 'parahnge', 'bugsusah', 'loginga', 'login', 'pake', 'whatsapp', 'akun', 'sy', 'pake', 'whatsapp']",kesini aplikasi parahnge bugsusah loginga login pake whatsapp akun sy pake whatsapp
Sangat membantu banget aplikasi Shopee untuk orang yang malas keluar buat beli Sekarang bisa beli lewat Shopee dan banyak voucher diskon Sekali lagi terimakasih banyak buat Shopee,5,Positif,sangat membantu banget aplikasi shopee untuk orang yang malas keluar buat beli sekarang bisa beli lewat shopee dan banyak voucher diskon sekali lagi terimakasih banyak buat shopee,membantu banget aplikasi shopee orang malas beli beli shopee voucher diskon terimakasih shopee,"['membantu', 'banget', 'aplikasi', 'shopee', 'orang', 'malas', 'beli', 'beli', 'shopee', 'voucher', 'diskon', 'terimakasih', 'shopee']",bantu banget aplikasi shopee orang malas beli beli shopee voucher diskon terimakasih shopee
"Aplikasinya SUPER DUPER LEMOT , semakin BERAT , tolong pengembang lebih diperhatikan lagi masalah ini . Karena sangat bikin tidak nyaman . Tetima kasih",2,Negatif,aplikasinya super duper lemot  semakin berat  tolong pengembang lebih diperhatikan lagi masalah ini  karena sangat bikin tidak nyaman  tetima kasih,aplikasinya super duper lemot berat tolong pengembang diperhatikan bikin nyaman tetima kasih,"['aplikasinya', 'super', 'duper', 'lemot', 'berat', 'tolong', 'pengembang', 'diperhatikan', 'bikin', 'nyaman', 'tetima', 'kasih']",aplikasi super duper lot berat tolong kembang perhati bikin nyaman tetima kasih
"Knapa sih shope suka lemot segala macem dari sistem apk dari pengiriman,dari pengemasan sekiranya toko yang ga niat jualan di banned aja masa pengiriman same day udah 2 hari belum di kirim aja ongkir 50k cuma di kasih garansi voucher 10 k itu sama aja meras sekiranya ga mampu gausah Adain pengiriman same day kecewa banget sama shope",1,Negatif,knapa sih shope suka lemot segala macem dari sistem apk dari pengirimandari pengemasan sekiranya toko yang ga niat jualan di banned aja masa pengiriman same day udah  hari belum di kirim aja ongkir k cuma di kasih garansi voucher  k itu sama aja meras sekiranya ga mampu gausah adain pengiriman same day kecewa banget sama shope,knapa sih shope suka lemot macem sistem apk pengirimandari pengemasan toko ga niat jualan banned aja pengiriman same day udah kirim aja ongkir k kasih garansi voucher k aja meras ga gausah adain pengiriman same day kecewa banget shope,"['knapa', 'sih', 'shope', 'suka', 'lemot', 'macem', 'sistem', 'apk', 'pengirimandari', 'pengemasan', 'toko', 'ga', 'niat', 'jualan', 'banned', 'aja', 'pengiriman', 'same', 'day', 'udah', 'kirim', 'aja', 'ongkir', 'k', 'kasih', 'garansi', 'voucher', 'k', 'aja', 'meras', 'ga', 'gausah', 'adain', 'pengiriman', 'same', 'day', 'kecewa', 'banget', 'shope']",knapa sih shope suka lot macem sistem apk pengirimandari emas toko ga niat jual banned aja kirim same day udah kirim aja ongkir k kasih garansi voucher k aja ras ga gausah adain kirim same day kecewa banget shope
"Mantap belanja disini saya sampe punya 3 akun, pengen dapetin gratis ongkir nga doang, vocer diskon nya blom pernah dapet, pokonya gabakal gagal belanja disini👍",5,Positif,mantap belanja disini saya sampe punya  akun pengen dapetin gratis ongkir nga doang vocer diskon nya blom pernah dapet pokonya gabakal gagal belanja disini,mantap belanja sampe akun pengen dapetin gratis ongkir nga doang vocer diskon nya blom dapet pokonya gabakal gagal belanja,"['mantap', 'belanja', 'sampe', 'akun', 'pengen', 'dapetin', 'gratis', 'ongkir', 'nga', 'doang', 'vocer', 'diskon', 'nya', 'blom', 'dapet', 'pokonya', 'gabakal', 'gagal', 'belanja']",mantap belanja sampe akun ken dapetin gratis ongkir nga doang vocer diskon nya blom dapet poko gabakal gagal belanja
"Karena masalah telat pembayaran, tidak ada niat sengaja, karena saya berniatan baik, Kurang lebih Rp.17.000.000 (termasuk bunga) saya lunasin, eh di beku kan sama pihak shopee 😂, tau gitu mending galbay aja sekalian Buat member shopee yang lain,hati-hati jangan sampai senasib sama saya. Terima kasih.",1,Negatif,karena masalah telat pembayaran tidak ada niat sengaja karena saya berniatan baik kurang lebih rp termasuk bunga saya lunasin eh di beku kan sama pihak shopee  tau gitu mending galbay aja sekalian buat member shopee yang lainhatihati jangan sampai senasib sama saya terima kasih,telat pembayaran niat sengaja berniatan rp bunga lunasin eh beku shopee tau gitu mending galbay aja member shopee lainhatihati senasib terima kasih,"['telat', 'pembayaran', 'niat', 'sengaja', 'berniatan', 'rp', 'bunga', 'lunasin', 'eh', 'beku', 'shopee', 'tau', 'gitu', 'mending', 'galbay', 'aja', 'member', 'shopee', 'lainhatihati', 'senasib', 'terima', 'kasih']",telat bayar niat sengaja niat rp bunga lunasin eh beku shopee tau gitu mending galbay aja member shopee lainhatihati nasib terima kasih
